retailer,invoice_date,region,state,product,price_per_unit,units_sold,total_sales
Sports Direct,2021-03-19,South,Tennessee,Women's Athletic Footwear,35,400,14000
Sports Direct,2021-02-17,Midwest,Michigan,Women's Athletic Footwear,30,375,11250
Foot Locker,2021-11-23,West,Arizona,Women's Athletic Footwear,45,350,15750
Foot Locker,2021-07-06,Northeast,Rhode Island,Women's Apparel,55,400,22000
Kohl's,2021-12-22,West,Arizona,Men's Apparel,55,350,19250
Sports Direct,2021-03-31,South,Tennessee,Women's Athletic Footwear,25,400,10000
Sports Direct,2021-03-15,Midwest,Michigan,Men's Apparel,45,375,16875
Sports Direct,2021-10-15,Northeast,Massachusetts,Men's Street Footwear,60,400,24000
Kohl's,2021-04-26,West,New Mexico,Men's Athletic Footwear,60,350,21000
Amazon,2021-12-13,Northeast,Massachusetts,Women's Apparel,70,400,28000
Sports Direct,2021-04-16,Midwest,Michigan,Women's Athletic Footwear,35,375,13125
Kohl's,2021-05-27,West,New Mexico,Women's Athletic Footwear,55,350,19250
Amazon,2021-05-10,Northeast,Vermont,Women's Apparel,65,400,26000
Kohl's,2021-10-26,West,New Mexico,Women's Athletic Footwear,50,350,17500
Amazon,2021-06-12,Northeast,Vermont,Men's Athletic Footwear,55,400,22000
Foot Locker,2021-06-18,Midwest,Missouri,Women's Street Footwear,25,375,9375
Sports Direct,2021-03-12,Southeast,Georgia,Women's Apparel,50,350,17500
Amazon,2021-08-11,Northeast,Vermont,Women's Apparel,65,400,26000
Sports Direct,2021-04-13,Southeast,Georgia,Women's Apparel,70,350,24500
Foot Locker,2021-07-17,Midwest,Missouri,Women's Athletic Footwear,30,375,11250
Amazon,2021-12-10,Northeast,Vermont,Men's Athletic Footwear,60,400,24000
Sports Direct,2021-10-13,Southeast,Georgia,Women's Street Footwear,45,350,15750
Foot Locker,2021-11-18,Northeast,New Hampshire,Women's Apparel,80,400,32000
Foot Locker,2021-07-17,Midwest,Missouri,Men's Apparel,40,375,15000
Sports Direct,2021-10-13,Southeast,Georgia,Women's Apparel,70,350,24500
Foot Locker,2021-12-17,Northeast,New Hampshire,Women's Street Footwear,65,400,26000
Sports Direct,2021-11-13,Southeast,Georgia,Men's Apparel,65,350,22750
West Gear,2021-01-11,Midwest,Missouri,Men's Apparel,35,375,13125
Sports Direct,2021-11-17,South,Mississippi,Women's Street Footwear,30,395,11850
Amazon,2021-07-21,Southeast,Kentucky,Men's Athletic Footwear,45,350,15750
West Gear,2021-02-11,Midwest,Missouri,Men's Athletic Footwear,25,375,9375
Foot Locker,2021-07-17,Midwest,Illinois,Women's Apparel,55,375,20625
Amazon,2021-08-22,Southeast,Kentucky,Men's Athletic Footwear,45,350,15750
Sports Direct,2021-08-15,South,Texas,Men's Apparel,40,375,15000
West Gear,2021-02-11,West,Utah,Men's Apparel,35,375,13125
Walmart,2021-10-18,South,Mississippi,Men's Apparel,35,350,12250
Foot Locker,2021-12-02,Northeast,Pennsylvania,Women's Apparel,70,375,26250
West Gear,2021-05-12,West,Utah,Men's Athletic Footwear,30,375,11250
Foot Locker,2021-12-21,Northeast,Pennsylvania,Men's Street Footwear,70,375,26250
West Gear,2020-01-19,West,Nevada,Women's Apparel,55,375,20625
West Gear,2020-02-27,West,Nevada,Women's Street Footwear,60,375,22500
West Gear,2020-03-02,West,Nevada,Women's Apparel,75,375,28125
West Gear,2021-02-17,South,Louisiana,Women's Apparel,45,375,16875
West Gear,2020-04-04,West,Colorado,Women's Street Footwear,65,375,24375
Sports Direct,2021-09-27,South,Alabama,Women's Athletic Footwear,35,325,11375
West Gear,2021-03-16,South,Louisiana,Men's Athletic Footwear,55,375,20625
West Gear,2020-04-09,West,Colorado,Men's Athletic Footwear,65,375,24375
West Gear,2020-04-10,West,Colorado,Women's Street Footwear,65,375,24375
Amazon,2021-11-16,Northeast,Maine,Women's Apparel,60,325,19500
West Gear,2021-04-17,South,Louisiana,Women's Street Footwear,55,375,20625
West Gear,2020-05-18,West,Colorado,Men's Apparel,75,375,28125
Amazon,2021-12-26,Northeast,Maine,Women's Apparel,60,325,19500
West Gear,2020-06-12,West,Washington,Women's Apparel,65,375,24375
West Gear,2021-10-17,South,Louisiana,Women's Athletic Footwear,40,375,15000
West Gear,2020-06-29,West,Washington,Men's Apparel,85,375,31875
Amazon,2021-06-22,West,Alaska,Women's Street Footwear,55,325,17875
Foot Locker,2021-02-04,West,Idaho,Women's Athletic Footwear,35,375,13125
West Gear,2020-07-21,West,Washington,Women's Street Footwear,60,375,22500
Amazon,2021-07-20,West,Alaska,Men's Apparel,65,325,21125
West Gear,2021-04-05,West,Idaho,Women's Athletic Footwear,30,375,11250
Sports Direct,2021-01-23,South,Mississippi,Men's Apparel,35,350,12250
Walmart,2021-05-19,South,Arkansas,Women's Street Footwear,35,350,12250
Amazon,2021-09-20,West,Alaska,Men's Athletic Footwear,60,325,19500
Sports Direct,2021-10-04,West,Idaho,Women's Athletic Footwear,45,375,16875
West Gear,2021-11-20,South,Arkansas,Men's Apparel,75,350,26250
Foot Locker,2021-03-09,West,Hawaii,Women's Apparel,55,325,17875
Foot Locker,2021-02-23,West,Idaho,Men's Athletic Footwear,40,375,15000
Foot Locker,2020-11-29,Midwest,Minnesota,Men's Athletic Footwear,45,300,13500
Kohl's,2021-01-06,Midwest,Montana,Women's Athletic Footwear,45,300,13500
Foot Locker,2021-02-23,West,Idaho,Women's Street Footwear,40,375,15000
Foot Locker,2021-04-10,West,Hawaii,Women's Apparel,70,325,22750
Kohl's,2021-01-18,Midwest,Montana,Women's Athletic Footwear,40,300,12000
Walmart,2021-09-11,West,Hawaii,Women's Athletic Footwear,65,325,21125
Kohl's,2021-01-31,Midwest,Montana,Men's Apparel,45,300,13500
Foot Locker,2021-06-27,Midwest,Nebraska,Men's Athletic Footwear,40,300,12000
Sports Direct,2021-03-16,Southeast,Florida,Women's Athletic Footwear,60,325,19500
Foot Locker,2021-07-20,Midwest,Nebraska,Men's Street Footwear,40,300,12000
Walmart,2021-05-18,Southeast,Florida,Women's Athletic Footwear,60,325,19500
Amazon,2021-11-18,Northeast,Maine,Men's Athletic Footwear,50,300,15000
Amazon,2021-12-22,Northeast,Maine,Men's Athletic Footwear,50,300,15000
Foot Locker,2021-02-24,Southeast,Virginia,Women's Apparel,40,325,13000
Foot Locker,2021-05-24,West,Arizona,Men's Athletic Footwear,55,375,20625
Amazon,2021-12-17,Northeast,Maine,Women's Apparel,70,300,21000
Foot Locker,2021-03-23,Southeast,Virginia,Men's Athletic Footwear,50,325,16250
Amazon,2021-01-24,West,Alaska,Women's Apparel,55,300,16500
Foot Locker,2021-05-24,West,Arizona,Women's Apparel,70,375,26250
Amazon,2021-04-21,West,Alaska,Women's Apparel,50,300,15000
Foot Locker,2021-04-24,Southeast,Virginia,Women's Street Footwear,60,325,19500
Amazon,2021-05-20,West,Alaska,Women's Street Footwear,55,300,16500
Foot Locker,2021-07-22,West,Arizona,Women's Athletic Footwear,50,375,18750
Foot Locker,2021-10-24,Southeast,Virginia,Women's Athletic Footwear,45,325,14625
Amazon,2021-06-22,West,Alaska,Women's Athletic Footwear,55,300,16500
Foot Locker,2021-08-23,West,Arizona,Women's Apparel,70,375,26250
Amazon,2021-06-22,West,Alaska,Men's Apparel,65,300,19500
Sports Direct,2021-03-15,Midwest,Michigan,Women's Athletic Footwear,30,325,9750
Amazon,2021-07-20,West,Alaska,Women's Athletic Footwear,55,300,16500
West Gear,2021-05-19,South,Oklahoma,Women's Apparel,45,350,15750
Foot Locker,2021-01-18,Midwest,Michigan,Men's Apparel,40,325,13000
Foot Locker,2021-09-24,West,Arizona,Women's Athletic Footwear,45,375,16875
Amazon,2021-09-20,West,Alaska,Women's Apparel,70,300,21000
West Gear,2021-06-21,South,Oklahoma,Men's Athletic Footwear,35,350,12250
Amazon,2021-11-21,West,Alaska,Men's Athletic Footwear,65,300,19500
Foot Locker,2021-02-18,Midwest,Michigan,Men's Athletic Footwear,30,325,9750
Amazon,2021-11-21,West,Alaska,Women's Athletic Footwear,65,300,19500
Foot Locker,2021-02-18,Midwest,Missouri,Men's Apparel,40,325,13000
Foot Locker,2021-04-10,West,Hawaii,Men's Athletic Footwear,65,300,19500
Walmart,2021-10-10,West,Hawaii,Women's Street Footwear,60,300,18000
Foot Locker,2021-05-19,Midwest,Missouri,Men's Athletic Footwear,35,325,11375
Walmart,2021-10-10,West,Hawaii,Women's Apparel,70,300,21000
West Gear,2021-02-24,West,Oregon,Women's Apparel,40,325,13000
Walmart,2021-04-17,Southeast,Florida,Women's Athletic Footwear,55,300,16500
Walmart,2021-08-17,Southeast,Florida,Women's Apparel,85,300,25500
West Gear,2021-03-23,West,Oregon,Men's Athletic Footwear,50,325,16250
Walmart,2021-09-18,Southeast,Florida,Women's Street Footwear,60,300,18000
West Gear,2021-04-24,West,Oregon,Women's Street Footwear,60,325,19500
Walmart,2021-09-18,Southeast,Florida,Women's Apparel,55,300,16500
West Gear,2021-10-24,West,Oregon,Women's Athletic Footwear,45,325,14625
Foot Locker,2021-03-23,Southeast,Virginia,Women's Apparel,50,300,15000
Foot Locker,2021-04-24,Southeast,Virginia,Women's Apparel,65,300,19500
West Gear,2021-04-17,South,Louisiana,Men's Athletic Footwear,55,325,17875
Foot Locker,2021-09-24,West,Arizona,Men's Apparel,55,375,20625
Foot Locker,2021-10-24,Southeast,Virginia,Men's Apparel,55,300,16500
Foot Locker,2021-03-17,Midwest,Missouri,Men's Athletic Footwear,35,300,10500
West Gear,2021-05-18,South,Louisiana,Women's Athletic Footwear,45,325,14625
Foot Locker,2021-11-23,West,Arizona,Women's Street Footwear,45,375,16875
Foot Locker,2021-08-18,Midwest,Missouri,Men's Apparel,35,300,10500
Foot Locker,2021-01-05,South,Louisiana,Men's Apparel,40,325,13000
Kohl's,2021-03-25,West,New Mexico,Women's Apparel,55,375,20625
Foot Locker,2021-11-18,Midwest,Missouri,Men's Apparel,45,300,13500
West Gear,2021-03-10,West,Utah,Men's Apparel,40,300,12000
Foot Locker,2021-03-22,West,Arizona,Women's Apparel,50,325,16250
West Gear,2021-07-19,South,Oklahoma,Men's Apparel,60,350,21000
Kohl's,2021-04-26,West,New Mexico,Women's Apparel,75,375,28125
West Gear,2021-05-12,West,Utah,Men's Apparel,40,300,12000
West Gear,2021-09-19,South,Oklahoma,Women's Apparel,30,350,10500
Foot Locker,2021-04-23,West,Arizona,Women's Apparel,70,325,22750
West Gear,2021-03-23,West,Oregon,Women's Apparel,50,300,15000
Kohl's,2021-10-26,West,New Mexico,Women's Street Footwear,50,375,18750
Kohl's,2021-07-12,Midwest,Kansas,Women's Street Footwear,45,350,15750
West Gear,2021-04-24,West,Oregon,Women's Apparel,65,300,19500
Foot Locker,2021-10-23,West,Arizona,Women's Street Footwear,45,325,14625
Kohl's,2021-10-26,West,New Mexico,Women's Apparel,75,375,28125
Kohl's,2021-08-13,Midwest,Kansas,Women's Street Footwear,50,350,17500
West Gear,2021-10-24,West,Oregon,Men's Apparel,55,300,16500
Kohl's,2021-09-12,Midwest,Kansas,Men's Athletic Footwear,40,350,14000
West Gear,2021-03-16,South,Louisiana,Women's Athletic Footwear,55,300,16500
Foot Locker,2021-10-23,West,Arizona,Women's Apparel,60,325,19500
West Gear,2021-08-17,South,Louisiana,Women's Apparel,70,300,21000
Foot Locker,2021-11-13,Midwest,Kansas,Women's Apparel,75,350,26250
Kohl's,2021-01-26,West,Arizona,Women's Athletic Footwear,45,325,14625
West Gear,2021-09-18,South,Louisiana,Women's Street Footwear,45,300,13500
Foot Locker,2021-12-12,Midwest,Kansas,Women's Street Footwear,60,350,21000
West Gear,2021-09-18,South,Louisiana,Women's Apparel,40,300,12000
Kohl's,2021-10-26,West,New Mexico,Men's Apparel,60,325,19500
Foot Locker,2021-08-12,Midwest,South Dakota,Women's Apparel,55,350,19250
Foot Locker,2021-04-23,West,Arizona,Men's Athletic Footwear,55,300,16500
Sports Direct,2021-04-13,Southeast,Georgia,Men's Athletic Footwear,55,325,17875
Sports Direct,2021-08-09,Midwest,North Dakota,Women's Apparel,55,350,19250
Foot Locker,2021-05-24,West,Arizona,Women's Athletic Footwear,50,300,15000
Sports Direct,2021-05-14,Southeast,Georgia,Women's Athletic Footwear,50,325,16250
Foot Locker,2021-10-23,West,Arizona,Women's Athletic Footwear,45,300,13500
Foot Locker,2021-08-06,Midwest,Iowa,Women's Apparel,55,350,19250
Sports Direct,2021-10-13,Southeast,Georgia,Women's Athletic Footwear,45,325,14625
West Gear,2021-08-03,Midwest,Wisconsin,Women's Apparel,55,350,19250
West Gear,2021-12-02,Midwest,Wisconsin,Men's Athletic Footwear,50,350,17500
West Gear,2021-12-02,Midwest,Wisconsin,Women's Apparel,65,350,22750
West Gear,2021-08-10,Midwest,Indiana,Women's Apparel,55,350,19250
Kohl's,2021-11-26,West,New Mexico,Men's Apparel,70,375,26250
Amazon,2021-09-23,Southeast,Kentucky,Men's Athletic Footwear,45,325,14625
West Gear,2021-11-10,Midwest,Indiana,Women's Apparel,65,350,22750
Sports Direct,2021-02-13,Southeast,Georgia,Women's Apparel,40,375,15000
West Gear,2021-12-09,Midwest,Indiana,Women's Street Footwear,50,350,17500
Foot Locker,2021-12-21,Southeast,Kentucky,Men's Athletic Footwear,55,325,17875
West Gear,2021-05-18,Northeast,West Virginia,Women's Apparel,55,350,19250
Sports Direct,2021-03-12,Southeast,Georgia,Men's Athletic Footwear,50,375,18750
Foot Locker,2021-12-21,Southeast,Kentucky,Women's Apparel,65,325,21125
West Gear,2021-09-18,Northeast,West Virginia,Men's Athletic Footwear,30,350,10500
Foot Locker,2021-11-17,Northeast,West Virginia,Men's Athletic Footwear,35,350,12250
Foot Locker,2021-03-16,South,Mississippi,Men's Apparel,35,325,11375
Foot Locker,2021-12-16,Northeast,West Virginia,Women's Athletic Footwear,55,350,19250
Foot Locker,2021-11-23,West,Arizona,Men's Apparel,55,300,16500
Foot Locker,2021-04-17,South,Mississippi,Men's Apparel,40,325,13000
Foot Locker,2021-12-16,Northeast,West Virginia,Men's Apparel,65,350,22750
Kohl's,2021-04-26,West,New Mexico,Women's Athletic Footwear,55,300,16500
Sports Direct,2021-07-20,Northeast,Maryland,Women's Apparel,55,350,19250
Kohl's,2021-06-26,West,New Mexico,Men's Apparel,60,300,18000
Sports Direct,2021-01-13,West,New Mexico,Women's Athletic Footwear,40,300,12000
Foot Locker,2021-11-21,Northeast,Maryland,Men's Street Footwear,60,350,21000
Sports Direct,2021-10-13,Southeast,Georgia,Men's Apparel,55,300,16500
Foot Locker,2021-07-13,Northeast,Delaware,Women's Street Footwear,45,350,15750
Amazon,2021-01-22,Midwest,Ohio,Men's Athletic Footwear,40,300,12000
Foot Locker,2021-08-14,Northeast,Delaware,Women's Street Footwear,45,350,15750
Amazon,2021-01-22,Midwest,Ohio,Women's Apparel,40,300,12000
Kohl's,2021-05-06,Northeast,New Jersey,Women's Apparel,55,350,19250
Amazon,2021-02-22,Southeast,Kentucky,Women's Apparel,40,300,12000
Kohl's,2021-06-08,Northeast,New Jersey,Men's Athletic Footwear,45,350,15750
Walmart,2021-05-19,South,Arkansas,Women's Athletic Footwear,35,300,10500
Kohl's,2021-08-07,Northeast,New Jersey,Women's Apparel,55,350,19250
West Gear,2021-05-19,South,Oklahoma,Men's Athletic Footwear,40,300,12000
Sports Direct,2021-12-06,Northeast,New Jersey,Men's Athletic Footwear,50,350,17500
West Gear,2021-06-21,South,Oklahoma,Women's Athletic Footwear,40,300,12000
Foot Locker,2021-11-04,Northeast,Connecticut,Women's Apparel,70,350,24500
West Gear,2021-06-21,South,Oklahoma,Men's Apparel,55,300,16500
Foot Locker,2021-12-03,Northeast,Connecticut,Women's Street Footwear,55,350,19250
Foot Locker,2021-06-08,Northeast,Rhode Island,Women's Apparel,55,350,19250
Sports Direct,2021-03-12,Southeast,Georgia,Women's Street Footwear,50,375,18750
Sports Direct,2021-11-07,Northeast,Rhode Island,Men's Street Footwear,60,350,21000
Sports Direct,2021-07-13,Northeast,Massachusetts,Men's Athletic Footwear,50,350,17500
Sports Direct,2021-04-13,Southeast,Georgia,Women's Street Footwear,55,375,20625
Sports Direct,2021-08-14,Northeast,Massachusetts,Men's Athletic Footwear,50,350,17500
Walmart,2021-02-21,South,Arkansas,Men's Apparel,35,325,11375
Amazon,2021-11-14,Northeast,Massachusetts,Women's Apparel,70,350,24500
Amazon,2021-02-11,Midwest,Ohio,Women's Athletic Footwear,30,375,11250
Amazon,2021-12-13,Northeast,Massachusetts,Women's Street Footwear,55,350,19250
Walmart,2021-05-19,South,Arkansas,Men's Apparel,45,325,14625
Amazon,2021-03-09,Midwest,Ohio,Men's Apparel,40,375,15000
Amazon,2021-07-10,Northeast,Vermont,Women's Street Footwear,50,350,17500
Amazon,2021-08-11,Northeast,Vermont,Women's Street Footwear,50,350,17500
Amazon,2021-04-10,Midwest,Ohio,Men's Apparel,45,375,16875
Amazon,2021-06-19,Northeast,New Hampshire,Women's Street Footwear,55,350,19250
Amazon,2021-06-22,Southeast,Kentucky,Women's Apparel,55,375,20625
Amazon,2021-07-17,Northeast,New Hampshire,Men's Apparel,65,350,22750
West Gear,2021-04-20,South,Oklahoma,Women's Apparel,30,325,9750
Foot Locker,2021-01-20,Southeast,Kentucky,Women's Athletic Footwear,25,375,9375
Amazon,2021-09-17,Northeast,New Hampshire,Men's Athletic Footwear,60,350,21000
Foot Locker,2021-12-17,Northeast,New Hampshire,Women's Athletic Footwear,65,350,22750
West Gear,2021-06-21,South,Oklahoma,Women's Street Footwear,40,325,13000
Foot Locker,2021-04-17,South,Mississippi,Men's Athletic Footwear,25,375,9375
Foot Locker,2021-12-17,Northeast,New Hampshire,Men's Apparel,75,350,26250
Foot Locker,2021-11-18,Northeast,New Hampshire,Women's Street Footwear,65,345,22425
West Gear,2021-08-20,South,Oklahoma,Men's Apparel,50,300,15000
Foot Locker,2021-07-07,Midwest,Illinois,Men's Athletic Footwear,45,325,14625
Kohl's,2021-11-20,South,Oklahoma,Women's Athletic Footwear,55,300,16500
Foot Locker,2021-07-13,Midwest,Illinois,Men's Athletic Footwear,45,325,14625
Kohl's,2021-06-14,Midwest,Kansas,Women's Street Footwear,40,300,12000
West Gear,2021-07-19,South,Oklahoma,Women's Athletic Footwear,45,325,14625
Sports Direct,2021-09-02,South,Texas,Men's Apparel,35,325,11375
West Gear,2021-08-20,South,Oklahoma,Women's Athletic Footwear,40,325,13000
West Gear,2020-03-01,West,Nevada,Men's Apparel,70,325,22750
Kohl's,2021-10-21,South,Oklahoma,Women's Apparel,30,325,9750
West Gear,2020-04-03,West,Colorado,Men's Athletic Footwear,65,325,21125
Kohl's,2021-12-19,South,Oklahoma,Women's Athletic Footwear,60,325,19500
West Gear,2020-04-07,West,Colorado,Women's Apparel,80,325,26000
West Gear,2020-04-18,West,Colorado,Men's Apparel,70,325,22750
Kohl's,2021-07-12,Midwest,Kansas,Women's Athletic Footwear,45,300,13500
Kohl's,2021-12-19,South,Oklahoma,Men's Apparel,70,325,22750
West Gear,2020-05-11,West,Colorado,Women's Athletic Footwear,55,325,17875
Kohl's,2021-08-13,Midwest,Kansas,Women's Athletic Footwear,40,300,12000
Kohl's,2021-05-12,Midwest,Kansas,Women's Apparel,45,325,14625
West Gear,2020-06-10,West,Washington,Women's Athletic Footwear,65,325,21125
Foot Locker,2021-12-12,Midwest,Kansas,Women's Athletic Footwear,60,300,18000
Foot Locker,2021-05-16,South,Mississippi,Women's Athletic Footwear,35,375,13125
Kohl's,2021-06-14,Midwest,Kansas,Men's Athletic Footwear,35,325,11375
Foot Locker,2021-12-12,Midwest,Kansas,Men's Apparel,70,300,21000
Foot Locker,2021-07-11,Midwest,South Dakota,Men's Athletic Footwear,45,300,13500
Walmart,2021-10-18,South,Mississippi,Women's Street Footwear,25,375,9375
Kohl's,2021-07-12,Midwest,Kansas,Men's Apparel,60,325,19500
Foot Locker,2021-08-12,Midwest,South Dakota,Men's Athletic Footwear,45,300,13500
West Gear,2020-07-23,West,Washington,Men's Apparel,70,325,22750
Walmart,2021-05-19,South,Arkansas,Men's Athletic Footwear,40,375,15000
Foot Locker,2020-11-21,Midwest,Minnesota,Women's Apparel,55,325,17875
Walmart,2021-06-21,South,Arkansas,Women's Athletic Footwear,40,375,15000
Foot Locker,2020-12-03,Midwest,Minnesota,Women's Apparel,50,325,16250
Kohl's,2020-12-31,Midwest,Minnesota,Women's Athletic Footwear,45,325,14625
